Sample in Buffer,Sample in Window,TRIGGER,DAC_I[11:0],DAC_Q[11:0],tx_serial,I_16M[15:0],Q_16M[15:0],error_tdata[15:0],feedback_tdata[15:0],I_1M[15:0],Q_1M[15:0],clk_1M_out,gardner_error[15:0],gardner_increment[15:0],BPSK_raw,QPSK_raw[1:0],SD_flag,PD_flag,BD_flag,rx_data_tlast,BPSK,QPSK[1:0],rx_serial,Rx_valid,ADC_I[11:0],ADC_Q[11:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX,HEX,SIGNED,SIGNED,HEX,BINARY,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,SIGNED
883,883,0,-2046,-2,0,-396,454,17,13,061a,0543,0,20,8194,0,00,1,1,1,0,0,0,1,0,-775,82
884,884,0,-2046,-2,0,-396,454,17,13,061a,0543,0,-36,8194,0,00,1,1,1,0,0,0,1,0,-1311,-27
885,885,0,2,-2046,0,33,679,15,11,061a,0543,0,-27,8194,0,00,1,1,1,0,0,0,1,0,-1476,-835
886,886,0,2,-2046,0,33,679,15,11,061a,0543,0,-17,8194,0,00,1,1,1,0,0,0,1,0,-1490,-1525
887,887,0,2046,2,0,527,1378,-1,8,061a,0543,0,-9,8194,0,00,1,1,1,0,0,0,1,0,-1490,-1525
888,888,0,2046,2,0,527,1378,-1,8,061a,0543,0,-2,8194,0,00,1,1,1,0,0,0,1,0,963,-428
889,889,0,-2,2046,0,1012,1515,-8,5,fa26,fca4,1,-2,8194,0,00,1,1,1,0,0,0,0,1,2047,748
890,890,0,-2,2046,0,1012,1515,-8,5,fa26,fca4,0,-14,8191,1,11,1,1,1,0,1,3,0,0,1335,1145
891,891,0,-2046,-2,0,1348,1794,-25,1,fa26,fca4,0,-24,8191,1,11,1,1,1,0,1,3,0,0,-865,740
892,892,0,-2046,-2,0,1348,1794,-25,1,fa26,fca4,0,32,8191,1,11,1,1,1,0,1,3,0,0,-1476,-39
893,893,0,2,-2046,0,1590,1914,-20,-3,fa26,fca4,0,10,8191,1,11,1,1,1,0,1,3,0,0,-1497,-918
894,894,0,2,-2046,0,1590,1914,-20,-3,fa26,fca4,0,-26,8191,1,11,1,1,1,0,1,3,0,0,-1444,-1469
895,895,0,-2046,-2,0,1748,2190,-22,-6,fa26,fca4,0,15,8191,1,11,1,1,1,0,1,3,0,0,913,-437
896,896,0,-2046,-2,0,1748,2190,-22,-6,fa26,fca4,0,-4,8191,1,11,1,1,1,0,1,3,0,0,2047,719
897,897,0,2,-2046,0,1826,2233,-18,-9,fa26,fca4,0,-29,8191,1,11,1,1,1,0,1,3,0,0,1492,1212
898,898,0,2,-2046,0,1826,2233,-18,-9,fa26,fca4,0,1,8191,1,11,1,1,1,0,1,3,0,0,360,651
899,899,0,2046,2,0,1901,2213,-27,-11,fa26,fca4,0,41,8191,1,11,1,1,1,0,1,3,0,0,1455,-646
900,900,0,2046,2,0,1901,2213,-27,-11,fa26,fca4,0,32,8191,1,11,1,1,1,0,1,3,0,0,2047,-305
901,901,0,-2,2046,0,1874,2221,-26,-13,fa26,fca4,0,24,8191,1,11,1,1,1,0,1,3,0,0,1370,1129
902,902,0,-2,2046,0,1874,2221,-26,-13,fa26,fca4,0,16,8191,1,11,1,1,1,0,1,3,0,0,106,943
903,903,0,-2046,-2,0,1706,2101,-20,-14,fa26,fca4,0,8,8191,1,11,1,1,1,0,1,3,0,0,106,943
904,904,0,-2046,-2,0,1706,2101,-20,-14,fa26,fca4,0,3,8191,1,11,1,1,1,0,1,3,0,0,-700,63
905,905,0,2,-2046,0,1710,2071,-22,-14,fa26,fca4,0,6,8191,1,11,1,1,1,0,1,3,0,0,-1435,-113
906,906,0,2,-2046,0,1710,2071,-22,-14,fa26,fca4,0,21,8191,1,11,1,1,1,0,1,3,0,0,-1313,-655
907,907,0,2046,2,0,1735,1810,-23,-12,fa26,fca4,0,-31,8191,1,11,1,1,1,0,1,3,0,0,810,-453
908,908,0,2046,2,0,1735,1810,-23,-12,fa26,fca4,0,-20,8191,1,11,1,1,1,0,1,3,0,0,2047,603
909,909,0,-2,2046,0,1585,1410,-21,-10,fa26,fca4,0,5,8191,1,11,1,1,1,0,1,3,0,0,1445,1205
910,910,0,-2,2046,0,1585,1410,-21,-10,fa26,fca4,0,44,8191,1,11,1,1,1,0,1,3,0,0,123,739
911,911,0,-2046,-2,0,1424,1129,-5,-8,fa26,fca4,0,10,8191,1,11,1,1,1,0,1,3,0,0,-786,47
912,912,0,-2046,-2,0,1424,1129,-5,-8,fa26,fca4,0,-35,8191,1,11,1,1,1,0,1,3,0,0,-1357,-7
913,913,0,2,-2046,0,1276,870,7,-5,fa26,fca4,0,-10,8191,1,11,1,1,1,0,1,3,0,0,-1429,-810
914,914,0,2,-2046,0,1276,870,7,-5,fa26,fca4,0,22,8191,1,11,1,1,1,0,1,3,0,0,-1544,-1508
915,915,0,2046,2,0,675,38,11,-3,fa26,fca4,0,-20,8191,1,11,1,1,1,0,1,3,0,0,948,-460
916,916,0,2046,2,0,675,38,11,-3,fa26,fca4,0,-6,8191,1,11,1,1,1,0,1,3,0,0,2047,753
917,917,0,-2,2046,0,359,-323,13,-1,fa26,fca4,0,6,8191,1,11,1,1,1,0,1,3,0,0,1452,1197
918,918,0,-2,2046,0,359,-323,13,-1,fa26,fca4,0,17,8191,1,11,1,1,1,0,1,3,0,0,86,719
919,919,0,-2046,-2,0,-415,-1077,6,0,fa26,fca4,0,20,8191,1,11,1,1,1,0,1,3,0,0,86,719
920,920,0,-2046,-2,0,-415,-1077,6,0,fa26,fca4,0,17,8191,1,11,1,1,1,0,1,3,0,0,-684,65
921,921,0,2,-2046,0,-780,-1038,0,0,0608,053b,1,13,8191,1,11,1,1,1,0,1,3,1,1,-1400,-63
922,922,0,2,-2046,0,-780,-1038,0,0,0608,053b,0,3,8193,0,00,1,1,1,0,0,0,1,0,-1325,-634
923,923,0,2046,2,0,-1114,-1283,-16,0,0608,053b,0,-6,8193,0,00,1,1,1,0,0,0,1,0,781,-459
924,924,0,2046,2,0,-1114,-1283,-16,0,0608,053b,0,-16,8193,0,00,1,1,1,0,0,0,1,0,2047,597
925,925,0,-2,2046,0,-1660,-1338,-8,0,0608,053b,0,19,8193,0,00,1,1,1,0,0,0,1,0,1474,1209
926,926,0,-2,2046,0,-1660,-1338,-8,0,0608,053b,0,-29,8193,0,00,1,1,1,0,0,0,1,0,73,762
927,927,0,2046,2,0,-1802,-1326,-7,0,0608,053b,0,7,8193,0,00,1,1,1,0,0,0,1,0,-752,58
928,928,0,2046,2,0,-1802,-1326,-7,0,0608,053b,0,-15,8193,0,00,1,1,1,0,0,0,1,0,-1393,-32
929,929,0,-2,2046,0,-1882,-1277,14,1,0608,053b,0,19,8193,0,00,1,1,1,0,0,0,1,0,-1413,-822
930,930,0,-2,2046,0,-1882,-1277,14,1,0608,053b,0,-21,8193,0,00,1,1,1,0,0,0,1,0,-1642,-1575
931,931,0,-2046,-2,0,-1965,-1252,22,2,0608,053b,0,-47,8193,0,00,1,1,1,0,0,0,1,0,-1478,-437
932,932,0,-2046,-2,0,-1965,-1252,22,2,0608,053b,0,5,8193,0,00,1,1,1,0,0,0,1,0,-1177,424
933,933,0,2,-2046,0,-1822,-1402,29,3,0608,053b,0,-7,8193,0,00,1,1,1,0,0,0,1,0,-1458,-710
934,934,0,2,-2046,0,-1822,-1402,29,3,0608,053b,0,-18,8193,0,00,1,1,1,0,0,0,1,0,-1374,-1656
935,935,0,2046,2,0,-1873,-1407,34,6,0608,053b,0,-24,8193,0,00,1,1,1,0,0,0,1,0,-1374,-1656
936,936,0,2046,2,0,-1873,-1407,34,6,0608,053b,0,-21,8193,0,00,1,1,1,0,0,0,1,0,827,-444
937,937,0,-2,2046,0,-1745,-1292,20,8,0608,053b,0,-18,8193,0,00,1,1,1,0,0,0,1,0,2047,807
938,938,0,-2,2046,0,-1745,-1292,20,8,0608,053b,0,-14,8193,0,00,1,1,1,0,0,0,1,0,1264,1183
939,939,0,-2046,-2,0,-1569,-1214,23,11,0608,053b,0,-6,8193,0,00,1,1,1,0,0,0,1,0,-860,734
940,940,0,-2046,-2,0,-1569,-1214,23,11,0608,053b,0,2,8193,0,00,1,1,1,0,0,0,1,0,-1461,-64
941,941,0,2,-2046,0,-1605,-965,20,13,0608,053b,0,29,8193,0,00,1,1,1,0,0,0,1,0,-1490,-959
942,942,0,2,-2046,0,-1605,-965,20,13,0608,053b,0,2,8193,0,00,1,1,1,0,0,0,1,0,-1406,-1486
943,943,0,2046,2,0,-1234,-605,15,14,0608,053b,0,31,8193,0,00,1,1,1,0,0,0,1,0,895,-417
944,944,0,2046,2,0,-1234,-605,15,14,0608,053b,0,-14,8193,0,00,1,1,1,0,0,0,1,0,2047,738
945,945,0,-2,2046,0,-1069,-341,25,14,0608,053b,0,18,8193,0,00,1,1,1,0,0,0,1,0,1479,1178
946,946,0,-2,2046,0,-1069,-341,25,14,0608,053b,0,-5,8193,0,00,1,1,1,0,0,0,1,0,74,756
947,947,0,-2046,-2,0,-415,444,17,13,0608,053b,0,19,8193,0,00,1,1,1,0,0,0,1,0,-773,76
948,948,0,-2046,-2,0,-415,444,17,13,0608,053b,0,-38,8193,0,00,1,1,1,0,0,0,1,0,-1313,-45
949,949,0,2,-2046,0,29,668,15,11,0608,053b,0,-30,8193,0,00,1,1,1,0,0,0,1,0,-1469,-841
950,950,0,2,-2046,0,29,668,15,11,0608,053b,0,-17,8193,0,00,1,1,1,0,0,0,1,0,-1442,-1539
951,951,0,2046,2,0,529,1359,-1,8,0608,053b,0,-11,8193,0,00,1,1,1,0,0,0,1,0,-1442,-1539
952,952,0,2046,2,0,529,1359,-1,8,0608,053b,0,-3,8193,0,00,1,1,1,0,0,0,1,0,889,-427
953,953,0,-2,2046,0,1018,1502,-7,5,fa17,fc95,1,-5,8193,0,00,1,1,1,0,0,0,0,1,2047,803
954,954,0,-2,2046,0,1018,1502,-7,5,fa17,fc95,0,-17,8191,1,11,1,1,1,0,1,3,0,0,1350,1170
955,955,0,-2046,-2,0,1364,1766,-24,1,fa17,fc95,0,-25,8191,1,11,1,1,1,0,1,3,0,0,-890,747
956,956,0,-2046,-2,0,1364,1766,-24,1,fa17,fc95,0,31,8191,1,11,1,1,1,0,1,3,0,0,-1465,-45
957,957,0,2,-2046,0,1609,1878,-19,-3,fa17,fc95,0,11,8191,1,11,1,1,1,0,1,3,0,0,-1510,-956
958,958,0,2,-2046,0,1609,1878,-19,-3,fa17,fc95,0,-23,8191,1,11,1,1,1,0,1,3,0,0,-1415,-1479
959,959,0,-2046,-2,0,1764,2149,-20,-6,fa17,fc95,0,15,8191,1,11,1,1,1,0,1,3,0,0,904,-444
960,960,0,-2046,-2,0,1764,2149,-20,-6,fa17,fc95,0,-4,8191,1,11,1,1,1,0,1,3,0,0,2047,729
961,961,0,2,-2046,0,1840,2191,-15,-9,fa17,fc95,0,-29,8191,1,11,1,1,1,0,1,3,0,0,1443,1213
962,962,0,2,-2046,0,1840,2191,-15,-9,fa17,fc95,0,1,8191,1,11,1,1,1,0,1,3,0,0,384,674
963,963,0,2046,2,0,1909,2169,-23,-11,fa17,fc95,0,43,8191,1,11,1,1,1,0,1,3,0,0,1470,-634
964,964,0,2046,2,0,1909,2169,-23,-11,fa17,fc95,0,35,8191,1,11,1,1,1,0,1,3,0,0,2047,-343
965,965,0,-2,2046,0,1876,2176,-22,-14,fa17,fc95,0,23,8191,1,11,1,1,1,0,1,3,0,0,1374,1145
966,966,0,-2,2046,0,1876,2176,-22,-14,fa17,fc95,0,15,8191,1,11,1,1,1,0,1,3,0,0,102,936
967,967,0,-2046,-2,0,1704,2065,-17,-14,fa17,fc95,0,7,8191,1,11,1,1,1,0,1,3,0,0,102,936
968,968,0,-2046,-2,0,1704,2065,-17,-14,fa17,fc95,0,3,8191,1,11,1,1,1,0,1,3,0,0,-733,58
969,969,0,2,-2046,0,1699,2039,-19,-15,fa17,fc95,0,7,8191,1,11,1,1,1,0,1,3,0,0,-1435,-83
970,970,0,2,-2046,0,1699,2039,-19,-15,fa17,fc95,0,22,8191,1,11,1,1,1,0,1,3,0,0,-1276,-650
971,971,0,2046,2,0,1720,1784,-21,-13,fa17,fc95,0,-31,8191,1,11,1,1,1,0,1,3,0,0,777,-480
972,972,0,2046,2,0,1720,1784,-21,-13,fa17,fc95,0,-21,8191,1,11,1,1,1,0,1,3,0,0,2047,624
973,973,0,-2,2046,0,1563,1386,-20,-11,fa17,fc95,0,3,8191,1,11,1,1,1,0,1,3,0,0,1429,1220
974,974,0,-2,2046,0,1563,1386,-20,-11,fa17,fc95,0,42,8191,1,11,1,1,1,0,1,3,0,0,94,749
975,975,0,-2046,-2,0,1400,1110,-4,-9,fa17,fc95,0,8,8191,1,11,1,1,1,0,1,3,0,0,-751,46
976,976,0,-2046,-2,0,1400,1110,-4,-9,fa17,fc95,0,-37,8191,1,11,1,1,1,0,1,3,0,0,-1322,-40
977,977,0,2,-2046,0,1251,848,7,-6,fa17,fc95,0,-11,8191,1,11,1,1,1,0,1,3,0,0,-1490,-813
978,978,0,2,-2046,0,1251,848,7,-6,fa17,fc95,0,20,8191,1,11,1,1,1,0,1,3,0,0,-1453,-1533
979,979,0,2046,2,0,656,18,11,-4,fa17,fc95,0,-21,8191,1,11,1,1,1,0,1,3,0,0,891,-462
980,980,0,2046,2,0,656,18,11,-4,fa17,fc95,0,-7,8191,1,11,1,1,1,0,1,3,0,0,2047,747
981,981,0,-2,2046,0,343,-338,12,-2,fa17,fc95,0,5,8191,1,11,1,1,1,0,1,3,0,0,1459,1216
982,982,0,-2,2046,0,343,-338,12,-2,fa17,fc95,0,15,8191,1,11,1,1,1,0,1,3,0,0,36,740
983,983,0,-2046,-2,0,-424,-1099,6,-1,fa17,fc95,0,19,8191,1,11,1,1,1,0,1,3,0,0,36,740
984,984,0,-2046,-2,0,-424,-1099,6,-1,fa17,fc95,0,19,8191,1,11,1,1,1,0,1,3,0,0,-718,57
985,985,0,2,-2046,0,-782,-1057,0,0,05f2,0525,1,11,8191,1,11,1,1,1,0,1,3,1,1,-1429,-39
986,986,0,2,-2046,0,-782,-1057,0,0,05f2,0525,0,2,8193,0,00,1,1,1,0,0,0,1,0,-1294,-615
987,987,0,2046,2,0,-1105,-1293,-16,0,05f2,0525,0,-7,8193,0,00,1,1,1,0,0,0,1,0,763,-477
988,988,0,2046,2,0,-1105,-1293,-16,0,05f2,0525,0,-17,8193,0,00,1,1,1,0,0,0,1,0,2047,588
989,989,0,-2,2046,0,-1654,-1344,-8,0,05f2,0525,0,21,8193,0,00,1,1,1,0,0,0,1,0,1451,1226
990,990,0,-2,2046,0,-1654,-1344,-8,0,05f2,0525,0,-24,8193,0,00,1,1,1,0,0,0,1,0,72,744
991,991,0,-2046,-2,0,-1791,-1322,-7,0,05f2,0525,0,5,8193,0,00,1,1,1,0,0,0,1,0,-751,58
992,992,0,-2046,-2,0,-1791,-1322,-7,0,05f2,0525,0,-14,8193,0,00,1,1,1,0,0,0,1,0,-1359,-30
993,993,0,2,-2046,0,-1872,-1270,14,0,05f2,0525,0,17,8193,0,00,1,1,1,0,0,0,1,0,-1428,-830
994,994,0,2,-2046,0,-1872,-1270,14,0,05f2,0525,0,-22,8193,0,00,1,1,1,0,0,0,1,0,-1631,-1553
995,995,0,2046,2,0,-1951,-1233,22,1,05f2,0525,0,-47,8193,0,00,1,1,1,0,0,0,1,0,-1549,-443
996,996,0,2046,2,0,-1951,-1233,22,1,05f2,0525,0,10,8193,0,00,1,1,1,0,0,0,1,0,-1100,417
997,997,0,-2,2046,0,-1818,-1379,28,2,05f2,0525,0,-6,8193,0,00,1,1,1,0,0,0,1,0,-1533,-710
998,998,0,-2,2046,0,-1818,-1379,28,2,05f2,0525,0,-16,8193,0,00,1,1,1,0,0,0,1,0,-1294,-1642
999,999,0,-2046,-2,0,-1873,-1381,34,5,05f2,0525,0,-22,8193,0,00,1,1,1,0,0,0,1,0,-1294,-1642
1000,1000,0,-2046,-2,0,-1873,-1381,34,5,05f2,0525,0,-20,8193,0,00,1,1,1,0,0,0,1,0,728,-466
1001,1001,0,2,-2046,0,-1755,-1275,21,7,05f2,0525,0,-16,8193,0,00,1,1,1,0,0,0,1,0,2047,800
1002,1002,0,2,-2046,0,-1755,-1275,21,7,05f2,0525,0,-10,8193,0,00,1,1,1,0,0,0,1,0,1280,1186
1003,1003,0,2046,2,0,-1583,-1196,24,10,05f2,0525,0,-3,8193,0,00,1,1,1,0,0,0,1,0,-870,725
1004,1004,0,2046,2,0,-1583,-1196,24,10,05f2,0525,0,6,8193,0,00,1,1,1,0,0,0,1,0,-1476,-50
1005,1005,0,-2,2046,0,-1625,-956,22,12,05f2,0525,0,30,8193,0,00,1,1,1,0,0,0,1,0,-1511,-949
1006,1006,0,-2,2046,0,-1625,-956,22,12,05f2,0525,0,4,8193,0,00,1,1,1,0,0,0,1,0,-1320,-1480
1007,1007,0,-2046,-2,0,-1256,-594,16,13,05f2,0525,0,33,8193,0,00,1,1,1,0,0,0,1,0,783,-434
1008,1008,0,-2046,-2,0,-1256,-594,16,13,05f2,0525,0,-11,8193,0,00,1,1,1,0,0,0,1,0,2047,752
1009,1009,0,2,-2046,0,-1085,-337,26,14,05f2,0525,0,19,8193,0,00,1,1,1,0,0,0,1,0,1452,1161
1010,1010,0,2,-2046,0,-1085,-337,26,14,05f2,0525,0,-5,8193,0,00,1,1,1,0,0,0,1,0,83,756
1011,1011,0,2046,2,0,-424,445,18,13,05f2,0525,0,20,8193,0,00,1,1,1,0,0,0,1,0,-773,91
1012,1012,0,2046,2,0,-424,445,18,13,05f2,0525,0,-38,8193,0,00,1,1,1,0,0,0,1,0,-1358,-36
1013,1013,0,-2,2046,0,19,673,16,11,05f2,0525,0,-30,8193,0,00,1,1,1,0,0,0,1,0,-1512,-834
1014,1014,0,-2,2046,0,19,673,16,11,05f2,0525,0,-20,8193,0,00,1,1,1,0,0,0,1,0,-1336,-1506
1015,1015,0,-2046,-2,0,530,1375,-1,8,05f2,0525,0,-11,8193,0,00,1,1,1,0,0,0,1,0,-1336,-1506
1016,1016,0,-2046,-2,0,530,1375,-1,8,05f2,0525,0,-3,8193,0,00,1,1,1,0,0,0,1,0,781,-441
1017,1017,0,2,-2046,0,1028,1516,-7,5,fa03,fc9e,1,-7,8193,0,00,1,1,1,0,0,0,0,1,2047,746
1018,1018,0,2,-2046,0,1028,1516,-7,5,fa03,fc9e,0,-16,8191,1,11,1,1,1,0,1,3,0,0,1323,1169
1019,1019,0,2046,2,0,1379,1791,-25,1,fa03,fc9e,0,37,8191,1,11,1,1,1,0,1,3,0,0,-859,711
1020,1020,0,2046,2,0,1379,1791,-25,1,fa03,fc9e,0,30,8191,1,11,1,1,1,0,1,3,0,0,-1517,-40
1021,1021,0,-2,2046,0,1631,1907,-19,-2,fa03,fc9e,0,11,8191,1,11,1,1,1,0,1,3,0,0,-1512,-925
1022,1022,0,-2,2046,0,1631,1907,-19,-2,fa03,fc9e,0,-23,8191,1,11,1,1,1,0,1,3,0,0,-1302,-1500
1023,1023,0,-2046,-2,0,1788,2177,-20,-5,fa03,fc9e,0,14,8191,1,11,1,1,1,0,1,3,0,0,790,-446
1024,1024,0,-2046,-2,0,1788,2177,-20,-5,fa03,fc9e,0,-4,8191,1,11,1,1,1,0,1,3,0,0,2047,748
1025,1025,0,2,-2046,0,1867,2222,-15,-8,fa03,fc9e,0,-30,8191,1,11,1,1,1,0,1,3,0,0,1449,1199
1026,1026,0,2,-2046,0,1867,2222,-15,-8,fa03,fc9e,0,0,8191,1,11,1,1,1,0,1,3,0,0,53,739
1027,1027,0,2046,2,0,1937,2192,-24,-10,fa03,fc9e,0,40,8191,1,11,1,1,1,0,1,3,0,0,-733,61
1028,1028,0,2046,2,0,1937,2192,-24,-10,fa03,fc9e,0,33,8191,1,11,1,1,1,0,1,3,0,0,-1314,-53
1029,1029,0,-2,2046,0,1904,2202,-23,-12,fa03,fc9e,0,24,8191,1,11,1,1,1,0,1,3,0,0,-1497,-812
1030,1030,0,-2,2046,0,1904,2202,-23,-12,fa03,fc9e,0,14,8191,1,11,1,1,1,0,1,3,0,0,-1500,-1503
1031,1031,0,-2046,-2,0,1737,2082,-17,-13,fa03,fc9e,0,7,8191,1,11,1,1,1,0,1,3,0,0,-1500,-1503
1032,1032,0,-2046,-2,0,1737,2082,-17,-13,fa03,fc9e,0,2,8191,1,11,1,1,1,0,1,3,0,0,883,-447
1033,1033,0,2,-2046,0,1738,2054,-19,-13,fa03,fc9e,0,4,8191,1,11,1,1,1,0,1,3,0,0,2047,720
1034,1034,0,2,-2046,0,1738,2054,-19,-13,fa03,fc9e,0,19,8191,1,11,1,1,1,0,1,3,0,0,1437,1188
1035,1035,0,2046,2,0,1762,1798,-21,-12,fa03,fc9e,0,-33,8191,1,11,1,1,1,0,1,3,0,0,-974,747
1036,1036,0,2046,2,0,1762,1798,-21,-12,fa03,fc9e,0,-21,8191,1,11,1,1,1,0,1,3,0,0,-1475,-28
1037,1037,0,-2,2046,0,1610,1397,-19,-10,fa03,fc9e,0,2,8191,1,11,1,1,1,0,1,3,0,0,-1527,-939
1038,1038,0,-2,2046,0,1610,1397,-19,-10,fa03,fc9e,0,42,8191,1,11,1,1,1,0,1,3,0,0,-1295,-1483
1039,1039,0,-2046,-2,0,1454,1122,-2,-8,fa03,fc9e,0,7,8191,1,11,1,1,1,0,1,3,0,0,804,-444
1040,1040,0,-2046,-2,0,1454,1122,-2,-8,fa03,fc9e,0,-37,8191,1,11,1,1,1,0,1,3,0,0,2047,759
1041,1041,0,2,-2046,0,1302,861,9,-5,fa03,fc9e,0,-11,8191,1,11,1,1,1,0,1,3,0,0,1459,1196
1042,1042,0,2,-2046,0,1302,861,9,-5,fa03,fc9e,0,22,8191,1,11,1,1,1,0,1,3,0,0,66,714
1043,1043,0,2046,2,0,695,29,13,-3,fa03,fc9e,0,-19,8191,1,11,1,1,1,0,1,3,0,0,-733,48
1044,1044,0,2046,2,0,695,29,13,-3,fa03,fc9e,0,-4,8191,1,11,1,1,1,0,1,3,0,0,-1336,-12
1045,1045,0,-2,2046,0,370,-332,14,-1,fa03,fc9e,0,8,8191,1,11,1,1,1,0,1,3,0,0,-1496,-820
1046,1046,0,-2,2046,0,370,-332,14,-1,fa03,fc9e,0,18,8191,1,11,1,1,1,0,1,3,0,0,-1490,-1510
1047,1047,0,-2046,-2,0,-411,-1092,7,-1,fa03,fc9e,0,21,8191,1,11,1,1,1,0,1,3,0,0,-1490,-1510
1048,1048,0,-2046,-2,0,-411,-1092,7,-1,fa03,fc9e,0,21,8191,1,11,1,1,1,0,1,3,0,0,908,-444
1049,1049,0,2,-2046,0,-788,-1051,0,0,0623,0530,1,15,8191,1,11,1,1,1,0,1,3,1,1,2047,719
1050,1050,0,2,-2046,0,-788,-1051,0,0,0623,0530,0,7,8193,0,00,1,1,1,0,0,0,1,0,1289,1175
1051,1051,0,2046,2,0,-1132,-1294,-16,0,0623,0530,0,-3,8193,0,00,1,1,1,0,0,0,1,0,-852,769
1052,1052,0,2046,2,0,-1132,-1294,-16,0,0623,0530,0,-15,8193,0,00,1,1,1,0,0,0,1,0,-1481,-59
1053,1053,0,-2,2046,0,-1696,-1344,-8,0,0623,0530,0,22,8193,0,00,1,1,1,0,0,0,1,0,-1516,-967
1054,1054,0,-2,2046,0,-1696,-1344,-8,0,0623,0530,0,-21,8193,0,00,1,1,1,0,0,0,1,0,-1320,-1469
1055,1055,0,-2046,-2,0,-1839,-1330,-6,0,0623,0530,0,8,8193,0,00,1,1,1,0,0,0,1,0,809,-415
1056,1056,0,-2046,-2,0,-1839,-1330,-6,0,0623,0530,0,-12,8193,0,00,1,1,1,0,0,0,1,0,2047,721
1057,1057,0,2,-2046,0,-1923,-1275,16,0,0623,0530,0,17,8193,0,00,1,1,1,0,0,0,1,0,1472,1200
1058,1058,0,2,-2046,0,-1923,-1275,16,0,0623,0530,0,-23,8193,0,00,1,1,1,0,0,0,1,0,407,620
1059,1059,0,2046,2,0,-1995,-1243,24,1,0623,0530,0,-47,8193,0,00,1,1,1,0,0,0,1,0,1430,-627
1060,1060,0,2046,2,0,-1995,-1243,24,1,0623,0530,0,4,8193,0,00,1,1,1,0,0,0,1,0,2047,-265
1061,1061,0,-2,2046,0,-1845,-1385,31,2,0623,0530,0,-7,8193,0,00,1,1,1,0,0,0,1,0,1374,1140
1062,1062,0,-2,2046,0,-1845,-1385,31,2,0623,0530,0,-20,8193,0,00,1,1,1,0,0,0,1,0,116,901
1063,1063,0,-2046,-2,0,-1886,-1386,37,5,0623,0530,0,-25,8193,0,00,1,1,1,0,0,0,1,0,116,901
1064,1064,0,-2046,-2,0,-1886,-1386,37,5,0623,0530,0,-25,8193,0,00,1,1,1,0,0,0,1,0,-703,40
1065,1065,0,2,-2046,0,-1752,-1272,22,7,0623,0530,0,-22,8193,0,00,1,1,1,0,0,0,1,0,-1461,-100
1066,1066,0,2,-2046,0,-1752,-1272,22,7,0623,0530,0,-16,8193,0,00,1,1,1,0,0,0,1,0,-1314,-646
1067,1067,0,2046,2,0,-1568,-1193,24,10,0623,0530,0,-10,8193,0,00,1,1,1,0,0,0,1,0,831,-452
1068,1068,0,2046,2,0,-1568,-1193,24,10,0623,0530,0,2,8193,0,00,1,1,1,0,0,0,1,0,2047,586
1069,1069,0,-2,2046,0,-1599,-939,22,12,0623,0530,0,25,8193,0,00,1,1,1,0,0,0,1,0,1431,1210
1070,1070,0,-2,2046,0,-1599,-939,22,12,0623,0530,0,1,8193,0,00,1,1,1,0,0,0,1,0,83,777
1071,1071,0,-2046,-2,0,-1224,-578,15,14,0623,0530,0,30,8193,0,00,1,1,1,0,0,0,1,0,-769,49
1072,1072,0,-2046,-2,0,-1224,-578,15,14,0623,0530,0,-13,8193,0,00,1,1,1,0,0,0,1,0,-1327,-67
1073,1073,0,2,-2046,0,-1060,-313,25,14,0623,0530,0,18,8193,0,00,1,1,1,0,0,0,1,0,-1522,-818
1074,1074,0,2,-2046,0,-1060,-313,25,14,0623,0530,0,-4,8193,0,00,1,1,1,0,0,0,1,0,-1355,-1521
1075,1075,0,2046,2,0,-404,471,17,13,0623,0530,0,20,8193,0,00,1,1,1,0,0,0,1,0,798,-443
1076,1076,0,2046,2,0,-404,471,17,13,0623,0530,0,-37,8193,0,00,1,1,1,0,0,0,1,0,2047,748
1077,1077,0,-2,2046,0,31,691,15,11,0623,0530,0,-27,8193,0,00,1,1,1,0,0,0,1,0,1479,1178
1078,1078,0,-2,2046,0,31,691,15,11,0623,0530,0,-17,8193,0,00,1,1,1,0,0,0,1,0,34,720
1079,1079,0,-2046,-2,0,533,1398,-1,8,0623,0530,0,-9,8193,0,00,1,1,1,0,0,0,1,0,34,720
1080,1080,0,-2046,-2,0,533,1398,-1,8,0623,0530,0,-3,8193,0,00,1,1,1,0,0,0,1,0,-724,102
1081,1081,0,2,-2046,0,985,1545,-8,5,fa1e,fcaf,1,-3,8193,0,00,1,1,1,0,0,0,0,1,-1402,-92
1082,1082,0,2,-2046,0,985,1545,-8,5,fa1e,fcaf,0,-14,8191,1,11,1,1,1,0,1,3,0,0,-1327,-677
1083,1083,0,2046,2,0,1552,2061,-26,1,fa1e,fcaf,0,40,8191,1,11,1,1,1,0,1,3,0,0,842,-476
1084,1084,0,2046,2,0,1552,2061,-26,1,fa1e,fcaf,0,31,8191,1,11,1,1,1,0,1,3,0,0,2047,617
1085,1085,0,-2,2046,0,1547,1916,-22,-2,fa1e,fcaf,0,8,8191,1,11,1,1,1,0,1,3,0,0,1440,1241
