Sample in Buffer,Sample in Window,TRIGGER,tsm_I_1[11:0],tsm_Q_1[11:0],tsm_I[11:0],tsm_Q[11:0],rev_I[11:0],rev_Q[11:0],rev_valid_1,rev_valid_2,rev_valid_3,rev_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX
6717,6717,0,ffe,7fe,ffe,7fe,1330,1089,1,1,1,1
6718,6718,0,7fe,002,7fe,002,112,664,1,1,1,1
6719,6719,0,7fe,002,7fe,002,-682,52,1,1,1,1
6720,6720,0,ffe,7fe,ffe,7fe,-1212,-31,1,1,1,1
6721,6721,0,ffe,7fe,ffe,7fe,-1415,-674,1,1,1,1
6722,6722,0,802,ffe,802,ffe,-1173,-1332,1,1,1,1
6723,6723,0,802,ffe,802,ffe,761,-351,1,1,1,1
6724,6724,0,002,802,002,802,2047,720,1,1,1,1
6725,6725,0,002,802,002,802,1332,1111,1,1,1,1
6726,6726,0,7fe,002,7fe,002,80,651,1,1,1,1
6727,6727,0,7fe,002,7fe,002,-654,75,1,1,1,1
6728,6728,0,ffe,7fe,ffe,7fe,-1211,-20,1,1,1,1
6729,6729,0,ffe,7fe,ffe,7fe,-1420,-720,1,1,1,1
6730,6730,0,802,ffe,802,ffe,-1431,-1328,1,1,1,1
6731,6731,0,802,ffe,802,ffe,-1252,-343,1,1,1,1
6732,6732,0,002,802,002,802,-1070,356,1,1,1,1
6733,6733,0,002,802,002,802,-1339,-613,1,1,1,1
6734,6734,0,7fe,002,7fe,002,-1211,-1380,1,1,1,1
6735,6735,0,7fe,002,7fe,002,748,-361,1,1,1,1
6736,6736,0,ffe,7fe,ffe,7fe,2047,727,1,1,1,1
6737,6737,0,ffe,7fe,ffe,7fe,1334,1102,1,1,1,1
6738,6738,0,802,ffe,802,ffe,62,638,1,1,1,1
6739,6739,0,802,ffe,802,ffe,-684,81,1,1,1,1
6740,6740,0,002,802,002,802,-1199,-15,1,1,1,1
6741,6741,0,002,802,002,802,-1433,-735,1,1,1,1
6742,6742,0,7fe,002,7fe,002,-1164,-1315,1,1,1,1
6743,6743,0,7fe,002,7fe,002,777,-327,1,1,1,1
6744,6744,0,ffe,7fe,ffe,7fe,2047,701,1,1,1,1
6745,6745,0,ffe,7fe,ffe,7fe,1322,1100,1,1,1,1
6746,6746,0,802,ffe,802,ffe,116,673,1,1,1,1
6747,6747,0,802,ffe,802,ffe,-685,69,1,1,1,1
6748,6748,0,002,802,002,802,-1190,-28,1,1,1,1
6749,6749,0,002,802,002,802,-1424,-688,1,1,1,1
6750,6750,0,802,ffe,802,ffe,-1176,-1335,1,1,1,1
6751,6751,0,802,ffe,802,ffe,769,-368,1,1,1,1
6752,6752,0,002,802,002,802,2047,724,1,1,1,1
6753,6753,0,002,802,002,802,1310,1107,1,1,1,1
6754,6754,0,7fe,002,7fe,002,93,650,1,1,1,1
6755,6755,0,7fe,002,7fe,002,-659,69,1,1,1,1
6756,6756,0,ffe,7fe,ffe,7fe,-1218,-37,1,1,1,1
6757,6757,0,ffe,7fe,ffe,7fe,-1439,-714,1,1,1,1
6758,6758,0,802,ffe,802,ffe,-1157,-1289,1,1,1,1
6759,6759,0,802,ffe,802,ffe,753,-333,1,1,1,1
6760,6760,0,002,802,002,802,2047,673,1,1,1,1
6761,6761,0,002,802,002,802,1341,1125,1,1,1,1
6762,6762,0,7fe,002,7fe,002,349,585,1,1,1,1
6763,6763,0,7fe,002,7fe,002,1271,-521,1,1,1,1
6764,6764,0,ffe,7fe,ffe,7fe,2047,-205,1,1,1,1
6765,6765,0,ffe,7fe,ffe,7fe,1274,1067,1,1,1,1
6766,6766,0,802,ffe,802,ffe,109,823,1,1,1,1
6767,6767,0,802,ffe,802,ffe,-660,60,1,1,1,1
6768,6768,0,002,802,002,802,-1214,-35,1,1,1,1
6769,6769,0,002,802,002,802,-1425,-707,1,1,1,1
6770,6770,0,7fe,002,7fe,002,-1147,-1309,1,1,1,1
6771,6771,0,7fe,002,7fe,002,762,-344,1,1,1,1
6772,6772,0,ffe,7fe,ffe,7fe,2047,697,1,1,1,1
6773,6773,0,ffe,7fe,ffe,7fe,1334,1113,1,1,1,1
6774,6774,0,802,ffe,802,ffe,106,672,1,1,1,1
6775,6775,0,802,ffe,802,ffe,-717,43,1,1,1,1
6776,6776,0,002,802,002,802,-1206,-31,1,1,1,1
6777,6777,0,002,802,002,802,-1375,-716,1,1,1,1
6778,6778,0,7fe,002,7fe,002,-1181,-1341,1,1,1,1
6779,6779,0,7fe,002,7fe,002,761,-341,1,1,1,1
6780,6780,0,ffe,7fe,ffe,7fe,2047,723,1,1,1,1
6781,6781,0,ffe,7fe,ffe,7fe,1303,1102,1,1,1,1
6782,6782,0,7fe,002,7fe,002,86,659,1,1,1,1
6783,6783,0,7fe,002,7fe,002,-658,82,1,1,1,1
6784,6784,0,ffe,7fe,ffe,7fe,-1219,-32,1,1,1,1
6785,6785,0,ffe,7fe,ffe,7fe,-1418,-715,1,1,1,1
6786,6786,0,802,ffe,802,ffe,-1160,-1308,1,1,1,1
6787,6787,0,802,ffe,802,ffe,758,-370,1,1,1,1
6788,6788,0,002,802,002,802,2047,713,1,1,1,1
6789,6789,0,002,802,002,802,1340,1132,1,1,1,1
6790,6790,0,7fe,002,7fe,002,80,659,1,1,1,1
6791,6791,0,7fe,002,7fe,002,-684,44,1,1,1,1
6792,6792,0,ffe,7fe,ffe,7fe,-1176,-16,1,1,1,1
6793,6793,0,ffe,7fe,ffe,7fe,-1388,-696,1,1,1,1
6794,6794,0,802,ffe,802,ffe,-1414,-1354,1,1,1,1
6795,6795,0,802,ffe,802,ffe,-1246,-358,1,1,1,1
6796,6796,0,002,802,002,802,-1086,355,1,1,1,1
6797,6797,0,002,802,002,802,-1334,-658,1,1,1,1
6798,6798,0,7fe,002,7fe,002,-1214,-1399,1,1,1,1
6799,6799,0,7fe,002,7fe,002,762,-335,1,1,1,1
6800,6800,0,ffe,7fe,ffe,7fe,2047,713,1,1,1,1
6801,6801,0,ffe,7fe,ffe,7fe,1328,1111,1,1,1,1
6802,6802,0,802,ffe,802,ffe,80,667,1,1,1,1
6803,6803,0,802,ffe,802,ffe,-678,52,1,1,1,1
6804,6804,0,002,802,002,802,-1175,-16,1,1,1,1
6805,6805,0,002,802,002,802,-1408,-716,1,1,1,1
6806,6806,0,7fe,002,7fe,002,-1166,-1349,1,1,1,1
6807,6807,0,7fe,002,7fe,002,762,-355,1,1,1,1
6808,6808,0,ffe,7fe,ffe,7fe,2047,745,1,1,1,1
6809,6809,0,ffe,7fe,ffe,7fe,1320,1109,1,1,1,1
6810,6810,0,802,ffe,802,ffe,93,667,1,1,1,1
6811,6811,0,802,ffe,802,ffe,-666,67,1,1,1,1
6812,6812,0,002,802,002,802,-1207,-35,1,1,1,1
6813,6813,0,002,802,002,802,-1396,-711,1,1,1,1
6814,6814,0,802,ffe,802,ffe,-1153,-1308,1,1,1,1
6815,6815,0,802,ffe,802,ffe,765,-357,1,1,1,1
6816,6816,0,002,802,002,802,2047,709,1,1,1,1
6817,6817,0,002,802,002,802,1334,1131,1,1,1,1
6818,6818,0,7fe,002,7fe,002,61,640,1,1,1,1
6819,6819,0,7fe,002,7fe,002,-655,50,1,1,1,1
6820,6820,0,ffe,7fe,ffe,7fe,-1179,-24,1,1,1,1
6821,6821,0,ffe,7fe,ffe,7fe,-1424,-725,1,1,1,1
6822,6822,0,802,ffe,802,ffe,-1172,-1320,1,1,1,1
6823,6823,0,802,ffe,802,ffe,756,-355,1,1,1,1
6824,6824,0,002,802,002,802,2047,701,1,1,1,1
6825,6825,0,002,802,002,802,1304,1120,1,1,1,1
6826,6826,0,7fe,002,7fe,002,366,556,1,1,1,1
6827,6827,0,7fe,002,7fe,002,1255,-747,1,1,1,1
6828,6828,0,ffe,7fe,ffe,7fe,2047,-386,1,1,1,1
6829,6829,0,ffe,7fe,ffe,7fe,1299,1084,1,1,1,1
6830,6830,0,802,ffe,802,ffe,135,867,1,1,1,1
6831,6831,0,802,ffe,802,ffe,-683,40,1,1,1,1
6832,6832,0,002,802,002,802,-1206,-41,1,1,1,1
6833,6833,0,002,802,002,802,-1396,-711,1,1,1,1
6834,6834,0,7fe,002,7fe,002,-1158,-1315,1,1,1,1
6835,6835,0,7fe,002,7fe,002,786,-338,1,1,1,1
6836,6836,0,ffe,7fe,ffe,7fe,2047,723,1,1,1,1
6837,6837,0,ffe,7fe,ffe,7fe,1337,1106,1,1,1,1
6838,6838,0,802,ffe,802,ffe,86,654,1,1,1,1
6839,6839,0,802,ffe,802,ffe,-681,66,1,1,1,1
6840,6840,0,002,802,002,802,-1216,-30,1,1,1,1
6841,6841,0,002,802,002,802,-1422,-717,1,1,1,1
6842,6842,0,7fe,002,7fe,002,-1160,-1304,1,1,1,1
6843,6843,0,7fe,002,7fe,002,764,-360,1,1,1,1
6844,6844,0,ffe,7fe,ffe,7fe,2047,732,1,1,1,1
6845,6845,0,ffe,7fe,ffe,7fe,1319,1108,1,1,1,1
6846,6846,0,7fe,002,7fe,002,78,658,1,1,1,1
6847,6847,0,7fe,002,7fe,002,-674,58,1,1,1,1
6848,6848,0,ffe,7fe,ffe,7fe,-1200,-33,1,1,1,1
6849,6849,0,ffe,7fe,ffe,7fe,-1418,-716,1,1,1,1
6850,6850,0,802,ffe,802,ffe,-1162,-1294,1,1,1,1
6851,6851,0,802,ffe,802,ffe,756,-349,1,1,1,1
6852,6852,0,002,802,002,802,2047,703,1,1,1,1
6853,6853,0,002,802,002,802,1335,1113,1,1,1,1
6854,6854,0,7fe,002,7fe,002,70,661,1,1,1,1
6855,6855,0,7fe,002,7fe,002,-669,58,1,1,1,1
6856,6856,0,ffe,7fe,ffe,7fe,-1202,-24,1,1,1,1
6857,6857,0,ffe,7fe,ffe,7fe,-1381,-709,1,1,1,1
6858,6858,0,802,ffe,802,ffe,-1446,-1317,1,1,1,1
6859,6859,0,802,ffe,802,ffe,-1225,-346,1,1,1,1
6860,6860,0,002,802,002,802,-1100,358,1,1,1,1
6861,6861,0,002,802,002,802,-1320,-621,1,1,1,1
6862,6862,0,7fe,002,7fe,002,-1214,-1408,1,1,1,1
6863,6863,0,7fe,002,7fe,002,751,-353,1,1,1,1
6864,6864,0,ffe,7fe,ffe,7fe,2047,721,1,1,1,1
6865,6865,0,ffe,7fe,ffe,7fe,1341,1124,1,1,1,1
6866,6866,0,802,ffe,802,ffe,78,653,1,1,1,1
6867,6867,0,802,ffe,802,ffe,-691,59,1,1,1,1
6868,6868,0,002,802,002,802,-1197,-22,1,1,1,1
6869,6869,0,002,802,002,802,-1427,-706,1,1,1,1
6870,6870,0,7fe,002,7fe,002,-1167,-1324,1,1,1,1
6871,6871,0,7fe,002,7fe,002,772,-336,1,1,1,1
6872,6872,0,ffe,7fe,ffe,7fe,2047,712,1,1,1,1
6873,6873,0,ffe,7fe,ffe,7fe,1317,1102,1,1,1,1
6874,6874,0,802,ffe,802,ffe,90,670,1,1,1,1
6875,6875,0,802,ffe,802,ffe,-687,68,1,1,1,1
6876,6876,0,002,802,002,802,-1211,-37,1,1,1,1
6877,6877,0,002,802,002,802,-1424,-701,1,1,1,1
6878,6878,0,802,ffe,802,ffe,-1179,-1304,1,1,1,1
6879,6879,0,802,ffe,802,ffe,751,-362,1,1,1,1
6880,6880,0,002,802,002,802,2047,717,1,1,1,1
6881,6881,0,002,802,002,802,1313,1121,1,1,1,1
6882,6882,0,7fe,002,7fe,002,82,635,1,1,1,1
6883,6883,0,7fe,002,7fe,002,-678,58,1,1,1,1
6884,6884,0,ffe,7fe,ffe,7fe,-1199,-16,1,1,1,1
6885,6885,0,ffe,7fe,ffe,7fe,-1432,-707,1,1,1,1
6886,6886,0,802,ffe,802,ffe,-1168,-1313,1,1,1,1
6887,6887,0,802,ffe,802,ffe,770,-337,1,1,1,1
6888,6888,0,002,802,002,802,2047,691,1,1,1,1
6889,6889,0,002,802,002,802,1340,1115,1,1,1,1
6890,6890,0,7fe,002,7fe,002,374,574,1,1,1,1
6891,6891,0,7fe,002,7fe,002,1279,-532,1,1,1,1
6892,6892,0,ffe,7fe,ffe,7fe,2047,-190,1,1,1,1
6893,6893,0,ffe,7fe,ffe,7fe,1270,1080,1,1,1,1
6894,6894,0,802,ffe,802,ffe,113,802,1,1,1,1
6895,6895,0,802,ffe,802,ffe,-677,25,1,1,1,1
6896,6896,0,002,802,002,802,-1204,-13,1,1,1,1
6897,6897,0,002,802,002,802,-1451,-716,1,1,1,1
6898,6898,0,7fe,002,7fe,002,-1154,-1329,1,1,1,1
6899,6899,0,7fe,002,7fe,002,789,-371,1,1,1,1
6900,6900,0,ffe,7fe,ffe,7fe,2047,726,1,1,1,1
6901,6901,0,ffe,7fe,ffe,7fe,1321,1099,1,1,1,1
6902,6902,0,802,ffe,802,ffe,102,668,1,1,1,1
6903,6903,0,802,ffe,802,ffe,-680,45,1,1,1,1
6904,6904,0,002,802,002,802,-1195,-37,1,1,1,1
6905,6905,0,002,802,002,802,-1428,-692,1,1,1,1
6906,6906,0,7fe,002,7fe,002,-1167,-1303,1,1,1,1
6907,6907,0,7fe,002,7fe,002,770,-370,1,1,1,1
6908,6908,0,ffe,7fe,ffe,7fe,2047,722,1,1,1,1
6909,6909,0,ffe,7fe,ffe,7fe,1317,1124,1,1,1,1
6910,6910,0,7fe,002,7fe,002,70,654,1,1,1,1
6911,6911,0,7fe,002,7fe,002,-653,82,1,1,1,1
6912,6912,0,ffe,7fe,ffe,7fe,-1193,-34,1,1,1,1
6913,6913,0,ffe,7fe,ffe,7fe,-1442,-710,1,1,1,1
6914,6914,0,802,ffe,802,ffe,-1166,-1293,1,1,1,1
6915,6915,0,802,ffe,802,ffe,749,-345,1,1,1,1
6916,6916,0,002,802,002,802,2047,690,1,1,1,1
6917,6917,0,002,802,002,802,1347,1102,1,1,1,1
6918,6918,0,7fe,002,7fe,002,90,672,1,1,1,1
6919,6919,0,7fe,002,7fe,002,-685,65,1,1,1,1
6920,6920,0,ffe,7fe,ffe,7fe,-1189,-28,1,1,1,1
6921,6921,0,ffe,7fe,ffe,7fe,-1375,-693,1,1,1,1
6922,6922,0,802,ffe,802,ffe,-1448,-1351,1,1,1,1
6923,6923,0,802,ffe,802,ffe,-1232,-339,1,1,1,1
6924,6924,0,002,802,002,802,-1079,377,1,1,1,1
6925,6925,0,002,802,002,802,-1369,-655,1,1,1,1
6926,6926,0,7fe,002,7fe,002,-1206,-1399,1,1,1,1
6927,6927,0,7fe,002,7fe,002,780,-325,1,1,1,1
6928,6928,0,ffe,7fe,ffe,7fe,2047,720,1,1,1,1
6929,6929,0,ffe,7fe,ffe,7fe,1328,1097,1,1,1,1
6930,6930,0,802,ffe,802,ffe,93,664,1,1,1,1
6931,6931,0,802,ffe,802,ffe,-691,67,1,1,1,1
6932,6932,0,002,802,002,802,-1207,-22,1,1,1,1
6933,6933,0,002,802,002,802,-1399,-697,1,1,1,1
6934,6934,0,7fe,002,7fe,002,-1176,-1319,1,1,1,1
6935,6935,0,7fe,002,7fe,002,759,-351,1,1,1,1
6936,6936,0,ffe,7fe,ffe,7fe,2047,728,1,1,1,1
6937,6937,0,ffe,7fe,ffe,7fe,1304,1101,1,1,1,1
6938,6938,0,802,ffe,802,ffe,73,673,1,1,1,1
6939,6939,0,802,ffe,802,ffe,-664,81,1,1,1,1
6940,6940,0,002,802,002,802,-1217,-50,1,1,1,1
6941,6941,0,002,802,002,802,-1413,-722,1,1,1,1
6942,6942,0,802,ffe,802,ffe,-1162,-1313,1,1,1,1
6943,6943,0,802,ffe,802,ffe,766,-345,1,1,1,1
6944,6944,0,002,802,002,802,2047,680,1,1,1,1
6945,6945,0,002,802,002,802,1338,1128,1,1,1,1
6946,6946,0,7fe,002,7fe,002,80,660,1,1,1,1
6947,6947,0,7fe,002,7fe,002,-700,65,1,1,1,1
6948,6948,0,ffe,7fe,ffe,7fe,-1188,-30,1,1,1,1
6949,6949,0,ffe,7fe,ffe,7fe,-1411,-710,1,1,1,1
6950,6950,0,802,ffe,802,ffe,-1181,-1340,1,1,1,1
6951,6951,0,802,ffe,802,ffe,771,-326,1,1,1,1
6952,6952,0,002,802,002,802,2047,722,1,1,1,1
6953,6953,0,002,802,002,802,1314,1108,1,1,1,1
6954,6954,0,7fe,002,7fe,002,368,588,1,1,1,1
6955,6955,0,7fe,002,7fe,002,1281,-510,1,1,1,1
6956,6956,0,ffe,7fe,ffe,7fe,2047,-211,1,1,1,1
6957,6957,0,ffe,7fe,ffe,7fe,1274,1058,1,1,1,1
6958,6958,0,802,ffe,802,ffe,143,840,1,1,1,1
6959,6959,0,802,ffe,802,ffe,-674,27,1,1,1,1
6960,6960,0,002,802,002,802,-1215,-42,1,1,1,1
6961,6961,0,002,802,002,802,-1412,-691,1,1,1,1
6962,6962,0,7fe,002,7fe,002,-1166,-1338,1,1,1,1
6963,6963,0,7fe,002,7fe,002,766,-360,1,1,1,1
6964,6964,0,ffe,7fe,ffe,7fe,2047,724,1,1,1,1
6965,6965,0,ffe,7fe,ffe,7fe,1314,1110,1,1,1,1
6966,6966,0,802,ffe,802,ffe,96,643,1,1,1,1
6967,6967,0,802,ffe,802,ffe,-674,84,1,1,1,1
6968,6968,0,002,802,002,802,-1211,-52,1,1,1,1
6969,6969,0,002,802,002,802,-1397,-720,1,1,1,1
6970,6970,0,7fe,002,7fe,002,-1159,-1312,1,1,1,1
6971,6971,0,7fe,002,7fe,002,752,-359,1,1,1,1
6972,6972,0,ffe,7fe,ffe,7fe,2047,702,1,1,1,1
6973,6973,0,ffe,7fe,ffe,7fe,1346,1123,1,1,1,1
6974,6974,0,7fe,002,7fe,002,70,667,1,1,1,1
6975,6975,0,7fe,002,7fe,002,-668,61,1,1,1,1
6976,6976,0,ffe,7fe,ffe,7fe,-1172,-31,1,1,1,1
6977,6977,0,ffe,7fe,ffe,7fe,-1421,-708,1,1,1,1
6978,6978,0,802,ffe,802,ffe,-1172,-1323,1,1,1,1
6979,6979,0,802,ffe,802,ffe,772,-336,1,1,1,1
6980,6980,0,002,802,002,802,2047,728,1,1,1,1
6981,6981,0,002,802,002,802,1301,1105,1,1,1,1
6982,6982,0,7fe,002,7fe,002,109,662,1,1,1,1
6983,6983,0,7fe,002,7fe,002,-686,75,1,1,1,1
6984,6984,0,ffe,7fe,ffe,7fe,-1211,-26,1,1,1,1
6985,6985,0,ffe,7fe,ffe,7fe,-1370,-717,1,1,1,1
6986,6986,0,802,ffe,802,ffe,-1411,-1351,1,1,1,1
6987,6987,0,802,ffe,802,ffe,-1256,-370,1,1,1,1
6988,6988,0,002,802,002,802,-1067,365,1,1,1,1
6989,6989,0,002,802,002,802,-1318,-628,1,1,1,1
6990,6990,0,7fe,002,7fe,002,-1224,-1419,1,1,1,1
6991,6991,0,7fe,002,7fe,002,776,-350,1,1,1,1
6992,6992,0,ffe,7fe,ffe,7fe,2047,725,1,1,1,1
6993,6993,0,ffe,7fe,ffe,7fe,1320,1123,1,1,1,1
6994,6994,0,802,ffe,802,ffe,105,670,1,1,1,1
6995,6995,0,802,ffe,802,ffe,-662,55,1,1,1,1
6996,6996,0,002,802,002,802,-1193,-22,1,1,1,1
6997,6997,0,002,802,002,802,-1412,-701,1,1,1,1
6998,6998,0,7fe,002,7fe,002,-1164,-1327,1,1,1,1
6999,6999,0,7fe,002,7fe,002,774,-377,1,1,1,1
7000,7000,0,ffe,7fe,ffe,7fe,2047,729,1,1,1,1
7001,7001,0,ffe,7fe,ffe,7fe,1327,1103,1,1,1,1
7002,7002,0,802,ffe,802,ffe,76,656,1,1,1,1
7003,7003,0,802,ffe,802,ffe,-682,73,1,1,1,1
7004,7004,0,002,802,002,802,-1176,-34,1,1,1,1
7005,7005,0,002,802,002,802,-1407,-731,1,1,1,1
7006,7006,0,802,ffe,802,ffe,-1173,-1297,1,1,1,1
7007,7007,0,802,ffe,802,ffe,772,-365,1,1,1,1
7008,7008,0,002,802,002,802,2047,710,1,1,1,1
7009,7009,0,002,802,002,802,1320,1102,1,1,1,1
7010,7010,0,7fe,002,7fe,002,90,672,1,1,1,1
7011,7011,0,7fe,002,7fe,002,-691,73,1,1,1,1
7012,7012,0,ffe,7fe,ffe,7fe,-1196,-27,1,1,1,1
7013,7013,0,ffe,7fe,ffe,7fe,-1411,-709,1,1,1,1
7014,7014,0,802,ffe,802,ffe,-1149,-1329,1,1,1,1
7015,7015,0,802,ffe,802,ffe,779,-340,1,1,1,1
7016,7016,0,002,802,002,802,2047,711,1,1,1,1
7017,7017,0,002,802,002,802,1326,1134,1,1,1,1
7018,7018,0,7fe,002,7fe,002,369,554,1,1,1,1
7019,7019,0,7fe,002,7fe,002,1297,-508,1,1,1,1
7020,7020,0,ffe,7fe,ffe,7fe,2047,-196,1,1,1,1
7021,7021,0,ffe,7fe,ffe,7fe,1262,1064,1,1,1,1
7022,7022,0,802,ffe,802,ffe,122,828,1,1,1,1
7023,7023,0,802,ffe,802,ffe,-678,35,1,1,1,1
7024,7024,0,002,802,002,802,-1199,-40,1,1,1,1
7025,7025,0,002,802,002,802,-1436,-700,1,1,1,1
7026,7026,0,7fe,002,7fe,002,-1179,-1321,1,1,1,1
7027,7027,0,7fe,002,7fe,002,785,-365,1,1,1,1
7028,7028,0,ffe,7fe,ffe,7fe,2047,708,1,1,1,1
7029,7029,0,ffe,7fe,ffe,7fe,1325,1095,1,1,1,1
7030,7030,0,802,ffe,802,ffe,75,673,1,1,1,1
7031,7031,0,802,ffe,802,ffe,-680,65,1,1,1,1
7032,7032,0,002,802,002,802,-1201,-51,1,1,1,1
